FlightDate,UniqueCarrier,Carrier,Origin,OriginCityName,OriginState,Dest,DestCityName,DestState,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,ArrTime,ArrDelay,ArrDelayMinutes,ArrivalDelayGroups,Cancelled,ActualElapsedTime,AirTime,Distance
1/18/2014,AA,AA,MIA,"Miami, FL",FL,DFW,"Dallas/Fort Worth, TX",TX,1912,-3,0,0,-1,2118,-17,0,-2,0,186,168,1121
1/25/2014,AA,AA,MIA,"Miami, FL",FL,DFW,"Dallas/Fort Worth, TX",TX,1912,-3,0,0,-1,2129,-6,0,-1,0,197,173,1121
1/1/2014,AA,AA,ORD,"Chicago, IL",IL,LGA,"New York, NY",NY,2236,111,111,1,7,134,109,109,7,0,118,83,733
1/2/2014,AA,AA,ORD,"Chicago, IL",IL,LGA,"New York, NY",NY,,,,,,,,,,1,,,733
1/3/2014,AA,AA,ORD,"Chicago, IL",IL,LGA,"New York, NY",NY,2231,106,106,1,7,147,122,122,8,0,136,90,733
1/4/2014,AA,AA,ORD,"Chicago, IL",IL,LGA,"New York, NY",NY,2149,64,64,1,4,54,69,69,4,0,125,95,733
1/5/2014,AA,AA,ORD,"Chicago, IL",IL,LGA,"New York, NY",NY,,,,,,,,,,1,,,733
1/6/2014,AA,AA,ORD,"Chicago, IL",IL,LGA,"New York, NY",NY,,,,,,,,,,1,,,733
1/7/2014,AA,AA,ORD,"Chicago, IL",IL,LGA,"New York, NY",NY,2109,24,24,1,1,2353,8,8,0,0,104,88,733
1/8/2014,AA,AA,ORD,"Chicago, IL",IL,LGA,"New York, NY",NY,2149,64,64,1,4,43,58,58,3,0,114,91,733
1/9/2014,AA,AA,ORD,"Chicago, IL",IL,LGA,"New York, NY",NY,2230,105,105,1,7,133,108,108,7,0,123,93,733
1/10/2014,AA,AA,ORD,"Chicago, IL",IL,LGA,"New York, NY",NY,2111,26,26,1,1,13,28,28,1,0,122,99,733
1/11/2014,AA,AA,ORD,"Chicago, IL",IL,LGA,"New York, NY",NY,2103,18,18,1,1,15,30,30,2,0,132,104,733
1/12/2014,AA,AA,ORD,"Chicago, IL",IL,LGA,"New York, NY",NY,2040,-5,0,0,-1,2329,-16,0,-2,0,109,95,733
1/13/2014,AA,AA,ORD,"Chicago, IL",IL,LGA,"New York, NY",NY,2042,-3,0,0,-1,2341,-4,0,-1,0,119,96,733
1/14/2014,AA,AA,ORD,"Chicago, IL",IL,LGA,"New York, NY",NY,2056,11,11,0,0,2345,0,0,0,0,109,94,733
1/15/2014,AA,AA,ORD,"Chicago, IL",IL,LGA,"New York, NY",NY,2038,-7,0,0,-1,2350,5,5,0,0,132,107,733
1/16/2014,AA,AA,ORD,"Chicago, IL",IL,LGA,"New York, NY",NY,2136,51,51,1,3,29,44,44,2,0,113,91,733
1/17/2014,AA,AA,ORD,"Chicago, IL",IL,LGA,"New York, NY",NY,2106,21,21,1,1,3,18,18,1,0,117,102,733
1/18/2014,AA,AA,ORD,"Chicago, IL",IL,LGA,"New York, NY",NY,2103,18,18,1,1,19,34,34,2,0,136,93,733
1/19/2014,AA,AA,ORD,"Chicago, IL",IL,LGA,"New York, NY",NY,2042,-3,0,0,-1,2332,-13,0,-1,0,110,93,733
1/20/2014,AA,AA,ORD,"Chicago, IL",IL,LGA,"New York, NY",NY,2120,35,35,1,2,13,28,28,1,0,113,92,733
1/21/2014,AA,AA,ORD,"Chicago, IL",IL,LGA,"New York, NY",NY,,,,,,,,,,1,,,733
1/22/2014,AA,AA,ORD,"Chicago, IL",IL,LGA,"New York, NY",NY,2043,-2,0,0,-1,2333,-12,0,-1,0,110,91,733
1/23/2014,AA,AA,ORD,"Chicago, IL",IL,LGA,"New York, NY",NY,2048,3,3,0,0,2341,-4,0,-1,0,113,95,733
1/24/2014,AA,AA,ORD,"Chicago, IL",IL,LGA,"New York, NY",NY,,,,,,,,,,1,,,733
1/25/2014,AA,AA,ORD,"Chicago, IL",IL,LGA,"New York, NY",NY,2042,-3,0,0,-1,2332,-13,0,-1,0,110,89,733
1/26/2014,AA,AA,ORD,"Chicago, IL",IL,LGA,"New York, NY",NY,2108,23,23,1,1,2355,10,10,0,0,107,91,733
1/27/2014,AA,AA,ORD,"Chicago, IL",IL,LGA,"New York, NY",NY,2054,9,9,0,0,2340,-5,0,-1,0,106,90,733
1/28/2014,AA,AA,ORD,"Chicago, IL",IL,LGA,"New York, NY",NY,2034,-11,0,0,-1,2321,-24,0,-2,0,107,90,733
1/29/2014,AA,AA,ORD,"Chicago, IL",IL,LGA,"New York, NY",NY,2040,-5,0,0,-1,2324,-21,0,-2,0,104,92,733
1/30/2014,AA,AA,ORD,"Chicago, IL",IL,LGA,"New York, NY",NY,2053,8,8,0,0,2349,4,4,0,0,116,92,733
1/31/2014,AA,AA,ORD,"Chicago, IL",IL,LGA,"New York, NY",NY,2040,-5,0,0,-1,2330,-15,0,-1,0,110,92,733
1/1/2014,AA,AA,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,1140,-5,0,0,-1,1349,24,24,1,0,189,145,733
1/2/2014,AA,AA,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,1231,46,46,1,3,1445,80,80,5,0,194,147,733
1/3/2014,AA,AA,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,,,,,,,,,,1,,,733
1/4/2014,AA,AA,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,1211,26,26,1,1,1350,25,25,1,0,159,118,733
1/5/2014,AA,AA,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,1314,89,89,1,5,1452,87,87,5,0,158,132,733
1/6/2014,AA,AA,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,1211,26,26,1,1,1357,32,32,2,0,166,121,733
1/7/2014,AA,AA,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,1220,35,35,1,2,1353,28,28,1,0,153,130,733
1/8/2014,AA,AA,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,1137,-8,0,0,-1,1308,-17,0,-2,0,151,129,733
1/9/2014,AA,AA,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,1134,-11,0,0,-1,1322,-3,0,-1,0,168,129,733
1/10/2014,AA,AA,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,,,,,,,,,,1,,,733
1/11/2014,AA,AA,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,1156,6,6,0,0,1324,-1,0,-1,0,148,121,733
1/12/2014,AA,AA,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,1140,-5,0,0,-1,1302,-23,0,-2,0,142,117,733
1/13/2014,AA,AA,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,1135,-10,0,0,-1,1313,-12,0,-1,0,158,125,733
1/14/2014,AA,AA,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,1140,-5,0,0,-1,1309,-16,0,-2,0,149,120,733
1/15/2014,AA,AA,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,1142,-3,0,0,-1,1324,-1,0,-1,0,162,120,733
1/16/2014,AA,AA,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,1146,1,1,0,0,1337,12,12,0,0,171,120,733
1/17/2014,AA,AA,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,1135,-10,0,0,-1,1259,-26,0,-2,0,144,112,733
1/18/2014,AA,AA,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,1216,26,26,1,1,1406,41,41,2,0,170,123,733
1/19/2014,AA,AA,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,1142,-3,0,0,-1,1304,-21,0,-2,0,142,121,733
1/20/2014,AA,AA,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,1138,-7,0,0,-1,1328,3,3,0,0,170,132,733
1/21/2014,AA,AA,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,1241,56,56,1,3,1419,54,54,3,0,158,113,733
1/22/2014,AA,AA,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,,,,,,,,,,1,,,733
1/23/2014,AA,AA,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,1235,50,50,1,3,1356,31,31,2,0,141,118,733
1/24/2014,AA,AA,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,1138,-7,0,0,-1,1322,-3,0,-1,0,164,122,733
1/25/2014,AA,AA,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,1144,-6,0,0,-1,1257,-28,0,-2,0,133,111,733
1/26/2014,AA,AA,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,1154,9,9,0,0,1343,18,18,1,0,169,134,733
1/27/2014,AA,AA,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,1236,51,51,1,3,1407,42,42,2,0,151,131,733
1/28/2014,AA,AA,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,1146,1,1,0,0,1314,-11,0,-1,0,148,128,733
1/29/2014,AA,AA,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,,,,,,,,,,1,,,733
1/30/2014,AA,AA,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,1301,76,76,1,5,1430,65,65,4,0,149,123,733
1/31/2014,AA,AA,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,1135,-10,0,0,-1,1310,-15,0,-1,0,155,126,733
1/1/2014,AA,AA,DEN,"Denver, CO",CO,DFW,"Dallas/Fort Worth, TX",TX,559,-1,0,0,-1,847,-18,0,-2,0,108,84,641
1/2/2014,AA,AA,DEN,"Denver, CO",CO,DFW,"Dallas/Fort Worth, TX",TX,558,-2,0,0,-1,911,6,6,0,0,133,82,641
1/3/2014,AA,AA,DEN,"Denver, CO",CO,DFW,"Dallas/Fort Worth, TX",TX,555,-5,0,0,-1,838,-27,0,-2,0,103,82,641
1/4/2014,AA,AA,DEN,"Denver, CO",CO,DFW,"Dallas/Fort Worth, TX",TX,610,10,10,0,0,922,17,17,1,0,132,87,641
1/5/2014,AA,AA,DEN,"Denver, CO",CO,DFW,"Dallas/Fort Worth, TX",TX,556,-4,0,0,-1,908,3,3,0,0,132,87,641
1/6/2014,AA,AA,DEN,"Denver, CO",CO,DFW,"Dallas/Fort Worth, TX",TX,601,1,1,0,0,900,-5,0,-1,0,119,78,641
1/7/2014,AA,AA,DEN,"Denver, CO",CO,DFW,"Dallas/Fort Worth, TX",TX,600,0,0,0,0,845,-20,0,-2,0,105,82,641
1/8/2014,AA,AA,DEN,"Denver, CO",CO,DFW,"Dallas/Fort Worth, TX",TX,557,-3,0,0,-1,856,-9,0,-1,0,119,87,641
1/9/2014,AA,AA,DEN,"Denver, CO",CO,DFW,"Dallas/Fort Worth, TX",TX,554,-6,0,0,-1,847,-18,0,-2,0,113,85,641
1/10/2014,AA,AA,DEN,"Denver, CO",CO,DFW,"Dallas/Fort Worth, TX",TX,558,-2,0,0,-1,848,-17,0,-2,0,110,84,641
1/11/2014,AA,AA,DEN,"Denver, CO",CO,DFW,"Dallas/Fort Worth, TX",TX,557,-3,0,0,-1,846,-19,0,-2,0,109,84,641
1/12/2014,AA,AA,DEN,"Denver, CO",CO,DFW,"Dallas/Fort Worth, TX",TX,556,-4,0,0,-1,834,-31,0,-2,0,98,82,641
1/13/2014,AA,AA,DEN,"Denver, CO",CO,DFW,"Dallas/Fort Worth, TX",TX,600,0,0,0,0,846,-19,0,-2,0,106,85,641
1/14/2014,AA,AA,DEN,"Denver, CO",CO,DFW,"Dallas/Fort Worth, TX",TX,557,-3,0,0,-1,843,-22,0,-2,0,106,76,641
1/15/2014,AA,AA,DEN,"Denver, CO",CO,DFW,"Dallas/Fort Worth, TX",TX,554,-6,0,0,-1,844,-21,0,-2,0,110,84,641
1/16/2014,AA,AA,DEN,"Denver, CO",CO,DFW,"Dallas/Fort Worth, TX",TX,554,-6,0,0,-1,836,-29,0,-2,0,102,78,641
1/17/2014,AA,AA,DEN,"Denver, CO",CO,DFW,"Dallas/Fort Worth, TX",TX,553,-7,0,0,-1,830,-35,0,-2,0,97,80,641
1/18/2014,AA,AA,DEN,"Denver, CO",CO,DFW,"Dallas/Fort Worth, TX",TX,625,25,25,1,1,927,22,22,1,0,122,82,641
1/19/2014,AA,AA,DEN,"Denver, CO",CO,DFW,"Dallas/Fort Worth, TX",TX,551,-9,0,0,-1,857,-8,0,-1,0,126,91,641
1/20/2014,AA,AA,DEN,"Denver, CO",CO,DFW,"Dallas/Fort Worth, TX",TX,558,-2,0,0,-1,843,-22,0,-2,0,105,79,641
1/21/2014,AA,AA,DEN,"Denver, CO",CO,DFW,"Dallas/Fort Worth, TX",TX,557,-3,0,0,-1,837,-28,0,-2,0,100,81,641
1/22/2014,AA,AA,DEN,"Denver, CO",CO,DFW,"Dallas/Fort Worth, TX",TX,609,9,9,0,0,849,-16,0,-2,0,100,75,641
1/23/2014,AA,AA,DEN,"Denver, CO",CO,DFW,"Dallas/Fort Worth, TX",TX,552,-8,0,0,-1,912,7,7,0,0,140,85,641
1/24/2014,AA,AA,DEN,"Denver, CO",CO,DFW,"Dallas/Fort Worth, TX",TX,632,32,32,1,2,924,19,19,1,0,112,81,641
1/25/2014,AA,AA,DEN,"Denver, CO",CO,DFW,"Dallas/Fort Worth, TX",TX,555,-5,0,0,-1,838,-27,0,-2,0,103,78,641
1/26/2014,AA,AA,DEN,"Denver, CO",CO,DFW,"Dallas/Fort Worth, TX",TX,554,-6,0,0,-1,829,-36,0,-2,0,95,75,641
1/27/2014,AA,AA,DEN,"Denver, CO",CO,DFW,"Dallas/Fort Worth, TX",TX,600,0,0,0,0,859,-6,0,-1,0,119,87,641
1/28/2014,AA,AA,DEN,"Denver, CO",CO,DFW,"Dallas/Fort Worth, TX",TX,555,-5,0,0,-1,852,-13,0,-1,0,117,77,641
1/29/2014,AA,AA,DEN,"Denver, CO",CO,DFW,"Dallas/Fort Worth, TX",TX,559,-1,0,0,-1,844,-21,0,-2,0,105,76,641
1/30/2014,AA,AA,DEN,"Denver, CO",CO,DFW,"Dallas/Fort Worth, TX",TX,553,-7,0,0,-1,846,-19,0,-2,0,113,81,641
1/31/2014,AA,AA,DEN,"Denver, CO",CO,DFW,"Dallas/Fort Worth, TX",TX,,,,,,,,,,1,,,641
1/2/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,SFO,"San Francisco, CA",CA,1449,14,14,0,0,1623,3,3,0,0,214,196,1464
1/3/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,SFO,"San Francisco, CA",CA,1437,2,2,0,0,1616,-4,0,-1,0,219,201,1464
1/4/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,SFO,"San Francisco, CA",CA,1437,2,2,0,0,1636,16,16,1,0,239,217,1464
1/5/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,SFO,"San Francisco, CA",CA,1440,5,5,0,0,1635,15,15,1,0,235,216,1464
1/6/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,SFO,"San Francisco, CA",CA,1511,36,36,1,2,1650,30,30,2,0,219,204,1464
1/9/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,SFO,"San Francisco, CA",CA,1541,66,66,1,4,1727,67,67,4,0,226,209,1464
1/10/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,SFO,"San Francisco, CA",CA,1434,-1,0,0,-1,1632,12,12,0,0,238,220,1464
1/11/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,SFO,"San Francisco, CA",CA,1433,-2,0,0,-1,1629,9,9,0,0,236,213,1464
1/12/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,SFO,"San Francisco, CA",CA,1435,0,0,0,0,1616,-4,0,-1,0,221,204,1464
1/13/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,SFO,"San Francisco, CA",CA,1510,35,35,1,2,1649,29,29,1,0,219,201,1464
1/16/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,SFO,"San Francisco, CA",CA,1451,16,16,1,1,1623,3,3,0,0,212,196,1464
1/17/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,SFO,"San Francisco, CA",CA,1551,76,76,1,5,1728,68,68,4,0,217,202,1464
1/18/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,SFO,"San Francisco, CA",CA,1438,3,3,0,0,1613,-7,0,-1,0,215,197,1464
1/19/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,SFO,"San Francisco, CA",CA,1431,-4,0,0,-1,1609,-11,0,-1,0,218,202,1464
1/20/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,SFO,"San Francisco, CA",CA,1432,-3,0,0,-1,1619,-1,0,-1,0,227,206,1464
1/23/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,SFO,"San Francisco, CA",CA,1517,42,42,1,2,1710,50,50,3,0,233,218,1464
1/24/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,SFO,"San Francisco, CA",CA,1502,27,27,1,1,1657,37,37,2,0,235,211,1464
1/25/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,SFO,"San Francisco, CA",CA,1432,-3,0,0,-1,1601,-19,0,-2,0,209,192,1464
1/26/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,SFO,"San Francisco, CA",CA,1432,-3,0,0,-1,1616,-4,0,-1,0,224,207,1464
1/27/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,SFO,"San Francisco, CA",CA,1429,-6,0,0,-1,1614,-6,0,-1,0,225,209,1464
1/30/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,SFO,"San Francisco, CA",CA,1433,-2,0,0,-1,1638,18,18,1,0,245,228,1464
1/31/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,SFO,"San Francisco, CA",CA,1431,-4,0,0,-1,1627,7,7,0,0,236,216,1464
1/2/2014,AA,AA,SFO,"San Francisco, CA",CA,DFW,"Dallas/Fort Worth, TX",TX,1704,-1,0,0,-1,2216,-9,0,-1,0,192,178,1464
1/3/2014,AA,AA,SFO,"San Francisco, CA",CA,DFW,"Dallas/Fort Worth, TX",TX,1725,20,20,1,1,2230,5,5,0,0,185,170,1464
1/5/2014,AA,AA,SFO,"San Francisco, CA",CA,DFW,"Dallas/Fort Worth, TX",TX,1714,9,9,0,0,2214,-11,0,-1,0,180,167,1464
1/6/2014,AA,AA,SFO,"San Francisco, CA",CA,DFW,"Dallas/Fort Worth, TX",TX,1730,25,25,1,1,2253,28,28,1,0,203,170,1464
1/9/2014,AA,AA,SFO,"San Francisco, CA",CA,DFW,"Dallas/Fort Worth, TX",TX,1809,64,64,1,4,2327,62,62,4,0,198,169,1464
1/10/2014,AA,AA,SFO,"San Francisco, CA",CA,DFW,"Dallas/Fort Worth, TX",TX,1713,8,8,0,0,2240,15,15,1,0,207,184,1464
1/12/2014,AA,AA,SFO,"San Francisco, CA",CA,DFW,"Dallas/Fort Worth, TX",TX,1700,-5,0,0,-1,2218,-7,0,-1,0,198,181,1464
1/13/2014,AA,AA,SFO,"San Francisco, CA",CA,DFW,"Dallas/Fort Worth, TX",TX,1718,13,13,0,0,2226,1,1,0,0,188,173,1464
1/16/2014,AA,AA,SFO,"San Francisco, CA",CA,DFW,"Dallas/Fort Worth, TX",TX,1709,4,4,0,0,2301,36,36,2,0,232,182,1464
1/17/2014,AA,AA,SFO,"San Francisco, CA",CA,DFW,"Dallas/Fort Worth, TX",TX,1809,64,64,1,4,2319,54,54,3,0,190,174,1464
1/19/2014,AA,AA,SFO,"San Francisco, CA",CA,DFW,"Dallas/Fort Worth, TX",TX,1656,-9,0,0,-1,2201,-24,0,-2,0,185,172,1464
1/20/2014,AA,AA,SFO,"San Francisco, CA",CA,DFW,"Dallas/Fort Worth, TX",TX,1700,-5,0,0,-1,2207,-18,0,-2,0,187,168,1464
1/23/2014,AA,AA,SFO,"San Francisco, CA",CA,DFW,"Dallas/Fort Worth, TX",TX,1752,47,47,1,3,2300,35,35,2,0,188,170,1464
1/24/2014,AA,AA,SFO,"San Francisco, CA",CA,DFW,"Dallas/Fort Worth, TX",TX,1730,25,25,1,1,2249,24,24,1,0,199,172,1464
1/26/2014,AA,AA,SFO,"San Francisco, CA",CA,DFW,"Dallas/Fort Worth, TX",TX,1655,-10,0,0,-1,2159,-26,0,-2,0,184,166,1464
1/27/2014,AA,AA,SFO,"San Francisco, CA",CA,DFW,"Dallas/Fort Worth, TX",TX,1653,-12,0,0,-1,2204,-21,0,-2,0,191,171,1464
1/30/2014,AA,AA,SFO,"San Francisco, CA",CA,DFW,"Dallas/Fort Worth, TX",TX,1715,10,10,0,0,2213,-12,0,-1,0,178,159,1464
1/31/2014,AA,AA,SFO,"San Francisco, CA",CA,DFW,"Dallas/Fort Worth, TX",TX,1745,40,40,1,2,2248,23,23,1,0,183,163,1464
1/1/2014,AA,AA,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,1346,26,26,1,1,1541,46,46,3,0,175,132,733
1/2/2014,AA,AA,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,1405,45,45,1,3,1723,148,148,9,0,258,130,733
1/3/2014,AA,AA,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,,,,,,,,,,1,,,733
1/5/2014,AA,AA,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,1453,93,93,1,6,1637,102,102,6,0,164,135,733
1/6/2014,AA,AA,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,,,,,,,,,,1,,,733
1/7/2014,AA,AA,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,1319,-1,0,0,-1,1536,41,41,2,0,197,128,733
1/8/2014,AA,AA,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,1313,-7,0,0,-1,1455,0,0,0,0,162,127,733
1/9/2014,AA,AA,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,1316,-4,0,0,-1,1522,27,27,1,0,186,123,733
1/10/2014,AA,AA,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,1324,4,4,0,0,1533,38,38,2,0,189,137,733
1/12/2014,AA,AA,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,1408,48,48,1,3,1553,58,58,3,0,165,125,733
1/13/2014,AA,AA,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,1313,-7,0,0,-1,1439,-16,0,-2,0,146,119,733
1/14/2014,AA,AA,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,1315,-5,0,0,-1,1440,-15,0,-1,0,145,120,733
1/15/2014,AA,AA,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,1314,-6,0,0,-1,1444,-11,0,-1,0,150,119,733
1/16/2014,AA,AA,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,1332,12,12,0,0,1548,53,53,3,0,196,121,733
1/17/2014,AA,AA,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,1318,-2,0,0,-1,1443,-12,0,-1,0,145,120,733
1/19/2014,AA,AA,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,1310,-10,0,0,-1,1443,-12,0,-1,0,153,119,733
1/20/2014,AA,AA,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,1316,-4,0,0,-1,1502,7,7,0,0,166,133,733
1/21/2014,AA,AA,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,,,,,,,,,,1,,,733
1/22/2014,AA,AA,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,1341,21,21,1,1,1517,22,22,1,0,156,115,733
1/23/2014,AA,AA,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,1340,20,20,1,1,1452,-3,0,-1,0,132,112,733
1/24/2014,AA,AA,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,1331,11,11,0,0,1538,43,43,2,0,187,118,733
1/26/2014,AA,AA,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,1315,-5,0,0,-1,1512,17,17,1,0,177,138,733
1/27/2014,AA,AA,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,1309,-11,0,0,-1,1442,-13,0,-1,0,153,125,733
1/28/2014,AA,AA,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,1313,-7,0,0,-1,1438,-17,0,-2,0,145,125,733
1/29/2014,AA,AA,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,1311,-9,0,0,-1,1437,-18,0,-2,0,146,119,733
1/30/2014,AA,AA,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,1436,76,76,1,5,1605,70,70,4,0,149,127,733
1/31/2014,AA,AA,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,1310,-10,0,0,-1,1459,4,4,0,0,169,144,733
1/1/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,RDU,"Raleigh/Durham, NC",NC,1135,-5,0,0,-1,1458,-17,0,-2,0,143,128,1061
1/2/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,RDU,"Raleigh/Durham, NC",NC,1222,42,42,1,2,1542,27,27,1,0,140,121,1061
1/3/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,RDU,"Raleigh/Durham, NC",NC,1210,30,30,1,2,1535,20,20,1,0,145,124,1061
1/4/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,RDU,"Raleigh/Durham, NC",NC,1137,-3,0,0,-1,1513,-2,0,-1,0,156,138,1061
1/5/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,RDU,"Raleigh/Durham, NC",NC,1140,0,0,0,0,1458,-17,0,-2,0,138,123,1061
1/6/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,RDU,"Raleigh/Durham, NC",NC,1141,1,1,0,0,1454,-21,0,-2,0,133,121,1061
1/7/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,RDU,"Raleigh/Durham, NC",NC,1144,4,4,0,0,1511,-4,0,-1,0,147,131,1061
1/8/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,RDU,"Raleigh/Durham, NC",NC,1148,8,8,0,0,1505,-10,0,-1,0,137,125,1061
1/9/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,RDU,"Raleigh/Durham, NC",NC,1145,5,5,0,0,1459,-16,0,-2,0,134,121,1061
1/10/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,RDU,"Raleigh/Durham, NC",NC,1135,-5,0,0,-1,1501,-14,0,-1,0,146,130,1061
1/11/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,RDU,"Raleigh/Durham, NC",NC,1135,-5,0,0,-1,1457,-18,0,-2,0,142,130,1061
1/12/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,RDU,"Raleigh/Durham, NC",NC,1138,-2,0,0,-1,1502,-13,0,-1,0,144,132,1061
1/13/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,RDU,"Raleigh/Durham, NC",NC,1139,-1,0,0,-1,1505,-10,0,-1,0,146,126,1061
1/14/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,RDU,"Raleigh/Durham, NC",NC,1137,-3,0,0,-1,1500,-15,0,-1,0,143,127,1061
1/15/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,RDU,"Raleigh/Durham, NC",NC,1144,4,4,0,0,1518,3,3,0,0,154,133,1061
1/16/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,RDU,"Raleigh/Durham, NC",NC,1138,-2,0,0,-1,1457,-18,0,-2,0,139,120,1061
1/17/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,RDU,"Raleigh/Durham, NC",NC,1142,2,2,0,0,1509,-6,0,-1,0,147,131,1061
